Company Name,Instrument Category,Rating,Outlook,Instrument Amount,Date,URL
Atvantic Finechem Private Limited,Long Term Bank Facilities,IVR BBB (Assigned),Stable,Rs. 168.65 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Atvantic-Finechem-15oct24.pdf
Atvantic Finechem Private Limited,Short Term Bank Facilities,IVR A3+ (Assigned),Nil,Rs. 16.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Atvantic-Finechem-15oct24.pdf
Findoc Investmart Private Limited,Long Term Bank Facilities,IVR BBB+,Rating Watch with Developing Implications,Rs. 125.00 Cr. (Enhanced from Rs.85.00 Cr.),"Oct 15, 2024",https://www.infomerics.com/admin/uploads/pr-Findoc-Investmart-15oct24.pdf
Findoc Investmart Private Limited,Short Term Bank Facilities,IVR A2,Rating Watch with Developing Implications,Rs. 310.00 Cr. (Enhanced from Rs.140.00 Cr.),"Oct 15, 2024",https://www.infomerics.com/admin/uploads/pr-Findoc-Investmart-15oct24.pdf
Findoc Investmart Private Limited,Short Term Bank Facilities (Proposed),IVR A2,Rating Watch with Developing Implications,Rs. 75.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/pr-Findoc-Investmart-15oct24.pdf
Finwizard Technology Private Limited,Short Term Facilities - Commercial Paper,IVR A4+ (Downgraded),Rating Watch with Developing Implications,Rs. 20.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/pr-Finwizard-Technology-15oct24.pdf
India Home Loans Limited,Long Term Fund Based Bank Facilities - Term Loan,IVR D (INC)(Reaffirmed),Nil,Rs. 46.97 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Rev-pr-IndiaHomeLoan-15oct24.pdf
India Home Loans Limited,Non-Convertible Debenture,IVR D (INC)(Reaffirmed),Nil,Rs. 18.45 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Rev-pr-IndiaHomeLoan-15oct24.pdf
Jainam Broking Limited (Erstwhile Jainam Share Consultants Private Limited),Proposed Non-Convertible Debentures (NCDs),IVR A-,Rating Watch with Developing Implications,Rs. 1000.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/pr-Jainam-Broking-15oct24.pdf
Marwadi Chandarana Intermediaries Brokers Private Limited,Non-Fund Based Long Term/Short Term Bank Facilities - Bank Guarantee,IVR BBB/ IVR A3+,Rating Watch with Developing Implications,Rs. 140.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Chandarana-15oct24.pdf
Marwadi Chandarana Intermediaries Brokers Private Limited,Non-Fund Based Long Term/Short Term Bank Facilities - Proposed Bank Guarantee,IVR BBB/ IVR A3+,Rating Watch with Developing Implications,Rs. 210.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Chandarana-15oct24.pdf
Marwadi Chandarana Intermediaries Brokers Private Limited,Fund Based Long Term Bank Facilities - Term Loan,IVR BBB,Rating Watch with Developing Implications,Rs. 180.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Chandarana-15oct24.pdf
Marwadi Chandarana Intermediaries Brokers Private Limited,Non-Fund Based Long Term/Short Term Bank Facilities - Bank Guarantee,IVR BBB/ IVR A3+,Rating Watch with Developing Implications,Rs. 320.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Chandarana-15oct24.pdf
Marwadi Chandarana Intermediaries Brokers Private Limited,Proposed non-convertible debentures,IVR BBB,Rating Watch with Developing Implications,Rs. 50.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Chandarana-15oct24.pdf
Marwadi Shares & Finance Limited,Long term/Short term bank facility - Overdraft/CC/WCDL,IVR A/ IVR A1,Rating Watch with Developing Implications,Rs. 130.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Shares-15oct24.pdf
Marwadi Shares & Finance Limited,Short term bank facility - Bank Guarantee,IVR A1,Rating Watch with Developing Implications,"Rs. 2,594.00 Cr.","Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Shares-15oct24.pdf
Marwadi Shares & Finance Limited,Short term bank facility - WCDL,IVR A1,Rating Watch with Developing Implications,Rs. 80.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Shares-15oct24.pdf
Marwadi Shares & Finance Limited,Proposed Short term loans,IVR A1,Rating Watch with Developing Implications,Rs. 82.50 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Shares-15oct24.pdf
Marwadi Shares & Finance Limited,Non-Convertible Debentures (NCDs),IVR A,Rating Watch with Developing Implications,Rs. 150.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Shares-15oct24.pdf
Marwadi Shares & Finance Limited,Non-Convertible Debentures (NCDs),IVR A,Rating Watch with Developing Implications,Rs. 138.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Shares-15oct24.pdf
Marwadi Shares & Finance Limited,Proposed Non-Convertible Debentures (NCDs),IVR A,Rating Watch with Developing Implications,Rs. 2.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Shares-15oct24.pdf
Marwadi Shares & Finance Limited,Non-Convertible Debentures (NCDs),IVR A,Rating Watch with Developing Implications,Rs. 110.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Shares-15oct24.pdf
Marwadi Shares & Finance Limited,Non-Convertible Debentures (NCDs),IVR A,Rating Watch with Developing Implications,Rs. 100.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Shares-15oct24.pdf
Narayani Pipes & Tubes Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 29.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/pr-NarayaniPipes-Tubes-15oct24.pdf
Narayani Pipes & Tubes Private Limited,Short Term Bank Facilities,IVR A3 (Assigned),Nil,Rs. 1.00 Cr. (includes proposed limit of Rs. 1.00 Cr),"Oct 15, 2024",https://www.infomerics.com/admin/uploads/pr-NarayaniPipes-Tubes-15oct24.pdf
PMI Electro Mobility Solutions Private Limited,Long Term Bank Facilities,IVR BBB- (Withdrawn) (Upgraded),Stable,Rs. 22.50 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-PMI-Electro-Mobility-15oct24.pdf
PMI Electro Mobility Solutions Private Limited,Short Term Bank Facilities,IVR A3 (Withdrawn) (Upgraded),Nil,Rs. 138.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-PMI-Electro-Mobility-15oct24.pdf
Share India Securities Limited,Proposed Commercial Paper Programme,IVR A1+,Rating Watch with Developing Implications,Rs. 200.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Share-India-Securities-15oct24.pdf
Share India Securities Limited,Short term - non-fund based limit - Bank Guarantee,IVR A1+,Rating Watch with Developing Implications,Rs. 1513.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Share-India-Securities-15oct24.pdf
Share India Securities Limited,Proposed Short term - non-fund based limit,IVR A1+,Rating Watch with Developing Implications,Rs. 87.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Share-India-Securities-15oct24.pdf
Suresh Rathi Securities Private Limited,Fund Based - Long Term Bank Facilities,IVR BBB-,Rating Watch with Developing Implications,Rs. 9.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/pr-SureshRathi-Securities-15oct24.pdf
