Company Name,Instrument Category,Rating,Outlook,Instrument Amount,Date,URL
Balaji Niryaat Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),Stable,Rs. 110.00 Cr. (includes proposed facility of Rs.5.75 Cr.),"Feb 27, 2025",https://www.infomerics.com/admin/uploads/pr-Balaji-Niryaat-27feb2025.pdf
Beehive Alcoveb LLP,Long Term Bank Facilities,IVR BBB- (Upgraded),Stable,Rs. 48.31 Cr. (Enhanced from Rs. 41.00 Crore),"Feb 27, 2025",https://www.infomerics.com/admin/uploads/pr-beehive-alcoveb-27feb25.pdf
Beehive Alcoveb LLP,Short Term Bank Facilities,IVR A3 (Upgraded),Nil,Rs. 19.00 Cr.,"Feb 27, 2025",https://www.infomerics.com/admin/uploads/pr-beehive-alcoveb-27feb25.pdf
BT Kadlag Constructions Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 21.90 Cr.,"Feb 27, 2025",https://www.infomerics.com/admin/uploads/Pr-BT-Kadlag-27feb25.pdf
BT Kadlag Constructions Private Limited,Short Term Bank Facilities,IVR A3 (Assigned),Nil,Rs. 3.10 Cr.,"Feb 27, 2025",https://www.infomerics.com/admin/uploads/Pr-BT-Kadlag-27feb25.pdf
BT Kadlag Constructions Private Limited,Proposed Long/Short Term Bank Facilities,IVR BBB-/ IVR A3 (Assigned),Stable/-,Rs. 5.00 Cr.,"Feb 27, 2025",https://www.infomerics.com/admin/uploads/Pr-BT-Kadlag-27feb25.pdf
Deep Wines and Agencies Private Limited,Long Term Bank Facilities,IVR BBB- (Upgraded),Stable,Rs. 34.84 Cr. (Enhanced from Rs.22.50 crore),"Feb 27, 2025",https://www.infomerics.com/admin/uploads/Pr-Deep-Wines-27feb25.pdf
Deep Wines and Agencies Private Limited,Short Term Bank Facilities,IVR A3 (Upgraded),Nil,Rs. 5.76 Cr. (Enhanced from Rs. 2.50 crore),"Feb 27, 2025",https://www.infomerics.com/admin/uploads/Pr-Deep-Wines-27feb25.pdf
Devaki Motors LLP,Long Term Bank Facilities,IVR BB (Reaffirmed),Stable,Rs. 3.00 Cr. (reduced from Rs. 8.00 Crore),"Feb 27, 2025",https://www.infomerics.com/admin/uploads/pr-devaki-motors-27feb25.pdf
Devaki Motors LLP,Short Term Bank Facilities,IVR A4+ (Upgraded),Nil,Rs. 65.80 Cr. (enhanced from Rs. 47.80 Crore),"Feb 27, 2025",https://www.infomerics.com/admin/uploads/pr-devaki-motors-27feb25.pdf
Devaki Motors LLP,Proposed Long/Short Term Bank Facilities,IVR BB/IVR A4+; (Assigned),Stable/-,Rs. 2.00 Cr. (enhanced from Rs. 0.00 Crore),"Feb 27, 2025",https://www.infomerics.com/admin/uploads/pr-devaki-motors-27feb25.pdf
Durga Infra Mining Private Limited,Long Term Facilities,IVR BB+ (INC)(Downgraded),Negative,Rs. 113.97 Cr.,"Feb 27, 2025",https://www.infomerics.com/admin/uploads/Pr-Durga-Infra-Mining-27feb25.pdf
Durga Infra Mining Private Limited,Short Term Facilities,IVR A4+ (INC)(Downgraded),Nil,Rs. 54.33 Cr.,"Feb 27, 2025",https://www.infomerics.com/admin/uploads/Pr-Durga-Infra-Mining-27feb25.pdf
Durga Infra Mining Private Limited,Proposed Short Term Facilities,IVR A4+ (INC)(Downgraded),Nil,Rs. 1.70 Cr.,"Feb 27, 2025",https://www.infomerics.com/admin/uploads/Pr-Durga-Infra-Mining-27feb25.pdf
Findoc Investmart Private Limited,Long Term Bank Facilities,IVR BBB+ (Reaffirmed),Stable,Rs. 125.00 Cr.,"Feb 27, 2025",https://www.infomerics.com/admin/uploads/pr-findoc-investmart-27feb25.pdf
Findoc Investmart Private Limited,Short Term Bank Facilities,IVR A2 (Reaffirmed),Nil,Rs. 385.00 Cr. (Enhanced from Rs. 310.00 Cr.),"Feb 27, 2025",https://www.infomerics.com/admin/uploads/pr-findoc-investmart-27feb25.pdf
Kiara Microcredit Private Limited,Long Term Fund Based Bank Facility - Term Loan,IVR BB+ (Reaffirmed),Stable,Rs. 4.20 Cr. (Reduced from Rs. 24.50 Cr.),"Feb 27, 2025",https://www.infomerics.com/admin/uploads/Pr-Kiara-Microcredit-27feb25.pdf
Kiara Microcredit Private Limited,Long Term Fund Based Bank Facility - Term Loan,IVR BB+ (Assigned),Stable,Rs. 25.25 Cr.,"Feb 27, 2025",https://www.infomerics.com/admin/uploads/Pr-Kiara-Microcredit-27feb25.pdf
Kiara Microcredit Private Limited,Long Term Fund Based Bank Facility - Term Loan,Withdrawn,Nil,0.00 (Previously Rs.11.98 Cr.),"Feb 27, 2025",https://www.infomerics.com/admin/uploads/Pr-Kiara-Microcredit-27feb25.pdf
Kiara Microcredit Private Limited,Proposed Long Term Fund Based Facility - Term Loan,IVR BB+ (Reaffirmed),Stable,Rs. 30.55 Cr. (Reduced from Rs. 35.50 Cr.),"Feb 27, 2025",https://www.infomerics.com/admin/uploads/Pr-Kiara-Microcredit-27feb25.pdf
Muzaffarnagar STP Private Limited,Long Term Bank Facilities,IVR BBB- (Upgraded),Stable,Rs. 78.14 Cr.,"Feb 27, 2025",https://www.infomerics.com/admin/uploads/pr-Muzaffarnagar-STP-27feb25.pdf
PK Healthcare Private Limited,Long Term Bank Facilities,IVR A+ (CE)(Assigned),Stable,Rs. 51.30 Cr.,"Feb 27, 2025",https://www.infomerics.com/admin/uploads/pr-PK-Healthcare-27feb25.pdf
Prem Jain Ispat Udyog Private Limited,Long Term Bank Facility,IVR BBB- (Assigned),Stable,Rs. 47.48 Cr.,"Feb 27, 2025",https://www.infomerics.com/admin/uploads/pr-PremJain-Ispat-27feb25.pdf
Sova Solar Limited,Long Term/ Short Term Bank Instruments,IVR BBB+/IVR A2; (Reaffirmed),Positive/-,Rs. 26.00 Cr.,"Feb 27, 2025",https://www.infomerics.com/admin/uploads/pr-sovasolar-27feb25.pdf
Sova Solar Limited,Short Term Bank Instruments,IVR A2 (Reaffirmed),Nil,Rs. 180.00 Cr.,"Feb 27, 2025",https://www.infomerics.com/admin/uploads/pr-sovasolar-27feb25.pdf
Stelmec Limited,Long term Bank Facilities,IVR A- (Upgraded),Stable,Rs. 73.00 Cr.,"Feb 27, 2025",https://www.infomerics.com/admin/uploads/Pr-Stelmec-Limited-27feb25.pdf
Stelmec Limited,Short Term bank Facilities,IVR A2+ (Upgraded),Nil,Rs. 360.00 Cr.,"Feb 27, 2025",https://www.infomerics.com/admin/uploads/Pr-Stelmec-Limited-27feb25.pdf
Kodarma Chemical Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 34.67 Cr.,"Feb 26, 2025",https://www.infomerics.com/admin/uploads/pr-kodarma-chemical-26feb25.pdf
Kodarma Chemical Private Limited,Short Term Bank Facilities,IVR A3 (Assigned),Nil,Rs. 15.33 Cr. (including proposed limit of Rs. 14.73 Cr.),"Feb 26, 2025",https://www.infomerics.com/admin/uploads/pr-kodarma-chemical-26feb25.pdf
Synergene Active Ingredients Private Limited,Long Term Bank Facility,IVR BBB- (Upgraded),Stable,Rs. 126.12 Cr. (enhanced from Rs. 80.64 Cr.),"Feb 26, 2025",https://www.infomerics.com/admin/uploads/pr-synergene-active-26feb25.pdf
Synergene Active Ingredients Private Limited,Short Term Bank Facilities,IVR A3 (Upgraded),Nil,Rs. 29.00 Cr.,"Feb 26, 2025",https://www.infomerics.com/admin/uploads/pr-synergene-active-26feb25.pdf
ACC India Private Limited,Long Term Bank Facilities,IVR BBB (Reaffirmed),Stable,Rs. 57.90 Cr. (Enhanced from Rs.23.90 crore),"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-ACC-India-25feb25.pdf
ACC India Private Limited,Short Term Bank Facilities,IVR A3+ (Reaffirmed),Nil,Rs. 20.00 Cr. (Enhanced from Rs.15.00 Crore),"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-ACC-India-25feb25.pdf
ACC India Private Limited,Long Term Proposed Bank Facilities,IVR BBB (Reaffirmed),Stable,Rs. 5.10 Cr. (Reduced from Rs.11.10 Cr.),"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-ACC-India-25feb25.pdf
AFG Combustion Private Limited (formerly Airoil Flaragas Private Limited),Long Term Bank Facilities - Cash Credit,IVR BBB- (Upgraded),Stable,Rs. 45.00 Cr. (Enhanced from Rs.25 crore),"Feb 25, 2025",https://www.infomerics.com/admin/uploads/Pr-AFG-Combustion-25feb25.pdf
AFG Combustion Private Limited (formerly Airoil Flaragas Private Limited),Long Term Bank Facilities - GECL,Withdrawn,Nil,Rs. 0.00 (Reduced from Rs. 2.50 crore),"Feb 25, 2025",https://www.infomerics.com/admin/uploads/Pr-AFG-Combustion-25feb25.pdf
AFG Combustion Private Limited (formerly Airoil Flaragas Private Limited),Short Term Bank Facilities - Letter of Credit,IVR A3 (Upgraded),Nil,Rs. 20.00 Cr. Enhanced from Rs.11.00 crore),"Feb 25, 2025",https://www.infomerics.com/admin/uploads/Pr-AFG-Combustion-25feb25.pdf
AFG Combustion Private Limited (formerly Airoil Flaragas Private Limited),Short Term Bank Facilities - Bank Guarantee,IVR A3 (Upgraded),Nil,Rs. 110.00 Cr. (Enhanced from Rs.64.50 crore),"Feb 25, 2025",https://www.infomerics.com/admin/uploads/Pr-AFG-Combustion-25feb25.pdf
Bhimraj Exports Private Limited,Long Term Bank Facility,IVR BBB- (Reaffirmed),Stable,Rs. 69.82 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-Bhimraj-Exports-25feb25.pdf
Bhimraj Exports Private Limited,Short Term Bank Facility,IVR A3 (Assigned),Nil,Rs. 5.00 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-Bhimraj-Exports-25feb25.pdf
County Projects Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),Negative,Rs. 64.76 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-countyprojects-25feb25.pdf
County Projects Private Limited,Short Term Bank Facilities,Withdrawn,Nil,0.00,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-countyprojects-25feb25.pdf
Galaxy Food Industries Private Limited,Long Term Bank Facilities,IVR BBB (Assigned),Stable,Rs. 74.26 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-galaxy-food-industries-25feb25.pdf
Ganesh Vishal Infra Engineering Private Limited,Long Term Bank Facilities - Term Loans,IVR BB (Assigned),Stable,Rs. 37.50 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-GaneshVishal-Infra-25feb25.pdf
GMR Enterprises Private Limited,Long Term Instruments -Non Convertible Debentures,Withdrawn,Nil,0.00 (Reduced from Rs 1651.40 crore),"Feb 25, 2025",https://www.infomerics.com/admin/uploads/Pr-GMR-Enterprises-25feb25.pdf
GMR Enterprises Private Limited,Long Term Bank Facilities - Bank Guarantee,IVR BB-,Stable,Rs. 300.00 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/Pr-GMR-Enterprises-25feb25.pdf
Himalaya Polytech Private Limited,Long Term Facilities,IVR D (INC)(Reaffirmed),Nil,Rs. 14.30 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-himalaya-polytech-25feb25.pdf
Himalaya Polytech Private Limited,Short Term Facilities,IVR D (INC)(Reaffirmed),Nil,Rs. 7.00 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-himalaya-polytech-25feb25.pdf
Linen Art Private Limited,Long Term Bank Facilities,IVR BB (INC)(Downgraded),Negative,Rs. 79.00 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-linen-art-25feb25.pdf
Mahesh Trading Company,Long Term Bank Facilities,IVR BB+ (Upgraded),Stable,Rs. 90.00 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-Mahesh-Tradingcompany-25feb25.pdf
Mahesh Trading Company,Short Term Bank Facilities,IVR A4+ (Assigned),Nil,Rs. 5.00 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-Mahesh-Tradingcompany-25feb25.pdf
Mahi Drugs Private Limited,Long Term Facilities,IVR BB+ (Assigned),Stable,Rs. 10.83 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/Pr-Mahi-Drugs-25feb25.pdf
Manaksia Aluminium Company Limited,Long Term Bank Facilities,IVR BBB+ (Reaffirmed),Stable,Rs. 63.15 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-Manaksia-Alumin-25feb25.pdf
Manaksia Aluminium Company Limited,Long Term/Short Term Bank Facilities,IVR BBB+/ IVR A2 (Reaffirmed),Stable/-,Rs. 100.50 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-Manaksia-Alumin-25feb25.pdf
Manaksia Aluminium Company Limited,Short Term Bank Facilities,IVR A2 (Reaffirmed),Nil,Rs. 150.00 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-Manaksia-Alumin-25feb25.pdf
Nickunj Eximp Enterprises Private Limited,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),Negative,Rs. 20.00 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-nickunj-eximp-25feb25.pdf
Nickunj Eximp Enterprises Private Limited,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),Nil,Rs. 9.48 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-nickunj-eximp-25feb25.pdf
Origo Commodities India Private Limited,Long Term Bank Facilities,IVR B+ (Assigned),Stable,Rs. 17.00 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-origo-commodities-25feb25.pdf
Parvati Sweetners and Power Limited,Long Term Bank Facilities,IVR BB (Downgraded),Stable,Rs. 23.28 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-Parvati-Sweeteners-25feb25.pdf
Paul Merchants Limited,Fund based - long term Bank Facilities - Working capital facilities,IVR A- (Downgraded),Negative,Rs. 18.00 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-paul-merchants-25feb25.pdf
Paul Merchants Limited,Non-Fund based - Short term bank facilities - Bank Guarantee,IVR A2+ (Downgraded),Nil,Rs. 2.00 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-paul-merchants-25feb25.pdf
Paul Merchants Limited,Proposed Long term/short term loans,IVR A-/IVR A2+; (Downgraded),Negative/-,Rs. 11.75 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-paul-merchants-25feb25.pdf
Phoenix International Limited,Long Term Bank Facilities,IVR BBB- (Upgraded),Stable,Rs. 66.42 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-phoenix-international-25feb25.pdf
Piccadily Agro Industries Limited,Long Term Bank Facilities,IVR A- (Upgraded),Stable,Rs. 330.96 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-piccadily-agro-25feb25.pdf
Piccadily Agro Industries Limited,Short Term Bank Facilities,IVR A2+ (Upgraded),Nil,Rs. 17.00 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-piccadily-agro-25feb25.pdf
Puranik Builders Limited,Long Term Facilities,IVR BB- (INC)(Downgraded),Negative,Rs. 5.24 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-puranik-builders-25feb25.pdf
Puranik Builders Limited,Short Term Facilities,IVR A4 (INC)(Reaffirmed),Nil,Rs. 12.65 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-puranik-builders-25feb25.pdf
Rajgor Agro Limited,Long Term Bank Facilities,IVR BBB (Reaffirmed),Stable,Rs. 12.00 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-rajgor-agro-25feb2025.pdf
Rajgor Agro Limited,Short Term Bank Facilities,IVR A3+ (Reaffirmed),Nil,Rs. 10.00 Cr. (includes proposed limit of Rs. 10.00 Cr.),"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-rajgor-agro-25feb2025.pdf
Rajgor Castor Derivatives Limited,Long Term Bank Facilities,IVR BBB (Reaffirmed),Stable,Rs. 39.34 Cr. (reduced from Rs. 40.89 Cr.),"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-rajgor-castor-25feb25.pdf
Rajgor Castor Derivatives Limited,Short Term Bank Facilities,IVR A3+ (Reaffirmed),Nil,Rs. 25.50 Cr. (enhanced from Rs. 25.00 Cr.),"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-rajgor-castor-25feb25.pdf
Rajgor Proteins Limited,Long Term Bank Facilities,IVR BBB (Reaffirmed),Stable,Rs. 50.00 Cr. (reduced from Rs. 55.00 Cr.),"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-rajgor-proteins-25feb2025.pdf
Rajgor Proteins Limited,Short Term Bank Facilities,IVR A3+ (Reaffirmed),Nil,Rs. 76.50 Cr. (enhanced from Rs. 45.00 Cr.),"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-rajgor-proteins-25feb2025.pdf
S. S. Khardekar India Private Limited,Long Term Facilities,IVR D (Downgraded),Nil,Rs. 17.35 Cr. (Reduced from Rs. 20.21 Crore),"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-ss-khardekar-25feb25.pdf
Shailaja Food and Agro Industries Private Limited,Long Term Facilities,IVR BB- (Assigned),Stable,Rs. 31.98 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-shailaja-food-25feb25.pdf
SMS Lifesciences India Limited,Long Term Facilities,IVR BBB (Assigned),Positive,Rs. 51.86 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/Pr-SMS-Lifesciences-25feb25.pdf
SMS Lifesciences India Limited,Short Term Facilities,IVR A3+ (Assigned),Nil,Rs. 30.00 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/Pr-SMS-Lifesciences-25feb25.pdf
Sylvanus Properties Limited,Long Term Instruments - Non-Convertible Debentures (NCD's),IVR A- (CE) (Reaffirmed),Stable,Rs. 200.00 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/Rev-pr-Sylvanus-Properties-9May2025.pdf
Sylvanus Properties Limited,Long Term Instruments - Proposed Non-Convertible Debentures (NCDs),IVR A- (CE) (Reaffirmed),Stable,Rs. 150.00 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/Rev-pr-Sylvanus-Properties-9May2025.pdf
The Baroda Rayon Corporation Limited,Long Term Bank Facilities,IVR BB- (Assigned),Stable,Rs. 75.00 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-baroda-rayon-25feb25.pdf
TruCap Finance Limited [Erstwhile Dhanvarsha Finvest Limited],Fund Based Bank Facilities - Term Loan,IVR BBB+ (Reaffirmed),Rating Watch with Developing Implications,Rs. 104.41 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-Trucap-Finance-25feb25.pdf
TruCap Finance Limited [Erstwhile Dhanvarsha Finvest Limited],Fund Based Bank Facilities - Term Loan,Withdrawn,Nil,0.00,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-Trucap-Finance-25feb25.pdf
TruCap Finance Limited [Erstwhile Dhanvarsha Finvest Limited],Fund Based Bank Facilities - Overdraft,IVR BBB+ (Reaffirmed),Rating Watch with Developing Implications,Rs. 20.00 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-Trucap-Finance-25feb25.pdf
TruCap Finance Limited [Erstwhile Dhanvarsha Finvest Limited],Fund Based Bank Facilities - Proposed,IVR BBB+ (Reaffirmed),Rating Watch with Developing Implications,Rs. 60.59 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-Trucap-Finance-25feb25.pdf
TruCap Finance Limited [Erstwhile Dhanvarsha Finvest Limited],Proposed Non-Convertible Debentures (NCD),IVR BBB+ (Reaffirmed),Rating Watch with Developing Implications,Rs. 100.00 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-Trucap-Finance-25feb25.pdf
Uma Ispat Private Limited,Long Term Facilities,IVR BB+ (Reaffirmed and Withdrawn),Stable,Rs. 65.00 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-uma-ispat-25feb25.pdf
Vaishnavi Global Private Limited,Long Term Bank Facilities,IVR BB- (Reaffirmed),Stable,Rs. 25.56 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-vaishnavi-global-25feb25.pdf
Vaishnavi Global Private Limited,Short Term Bank Facilities,IVR A4 (Assigned),Nil,Rs. 5.15 Cr.,"Feb 25, 2025",https://www.infomerics.com/admin/uploads/pr-vaishnavi-global-25feb25.pdf
AB Grain Spirits Private Limited,Long Term Bank Facilities,IVR BBB- (Upgraded),Stable,Rs. 64.00 Cr.,"Feb 24, 2025",https://www.infomerics.com/admin/uploads/pr-abgrain-spirits-24feb25.pdf
AB Grain Spirits Private Limited,Short Term Bank Facilities,IVR A3 (Upgraded),Nil,Rs. 36.00 Cr.,"Feb 24, 2025",https://www.infomerics.com/admin/uploads/pr-abgrain-spirits-24feb25.pdf
Abhishek Millennium Contracts Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),Nil,Rs. 18.00 Cr.,"Feb 24, 2025",https://www.infomerics.com/admin/uploads/pr-abhishek-millennium-24feb25.pdf
Abhishek Millennium Contracts Private Limited,Short Term Bank Facilities - Proposed,IVR A3 (Reaffirmed),Nil,Rs. 6.00 Cr.,"Feb 24, 2025",https://www.infomerics.com/admin/uploads/pr-abhishek-millennium-24feb25.pdf
Ambience Towers Private Limited,Long Term Bank Facilities,IVR BB (Reaffirmed),Stable,Rs. 166.42 Cr.,"Feb 24, 2025",https://www.infomerics.com/admin/uploads/pr-ambience-towers-24feb25.pdf
