Company Name,Instrument Category,Rating,Outlook,Instrument Amount,Date,URL
Centrum Wealth Limited,Proposed Non-Convertible Debentures (NCDs),IVR BBB+ (Assigned),Stable,Rs. 25.00 Cr.,"Sep 10, 2025",https://www.infomerics.com/admin/uploads/pr-centrum-wealth-10sep25.pdf
Columbus Premier Shoes Private Limited,Long Term Bank Facilities,IVR BB- (Reaffirmed),Stable,Rs. 26.21 Cr.,"Sep 10, 2025",https://www.infomerics.com/admin/uploads/pr-columbus-premiershoes-10sep25.pdf
Hariom Communication LLP,Long Term Bank Facility,IVR BBB- (Reaffirmed),Stable,Rs. 45.00 Cr. (Enhanced from Rs. 10.00 Crore),"Sep 10, 2025",https://www.infomerics.com/admin/uploads/pr-hariom-communication-10sep25.pdf
HMP Buildcon Private Limited,Long Term Bank Facilities - Term Loan,IVR BBB- (Reaffirmed),Stable,Rs. 75.00 Cr.,"Sep 10, 2025",https://www.infomerics.com/admin/uploads/pr-HMP-buildcon-10sep25.pdf
Purv Flexipack Limited,Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 86.15 Cr.,"Sep 10, 2025",https://www.infomerics.com/admin/uploads/pr-purv-flexipack-10sep25.pdf
Purv Flexipack Limited,Short Term Bank Facilities,IVR A3 (Assigned),Nil,Rs. 10.50 Cr.,"Sep 10, 2025",https://www.infomerics.com/admin/uploads/pr-purv-flexipack-10sep25.pdf
RamJi Das Dhal Construction Private Limited,Long Term Bank Facility,IVR B+ (INC)(Downgraded),Negative,Rs. 5.00 Cr.,"Sep 10, 2025",https://www.infomerics.com/admin/uploads/pr-RamJiDasDhal-10sep25.pdf
RamJi Das Dhal Construction Private Limited,Short Term Bank Facility,IVR A4 (INC)(Reaffirmed),Nil,Rs. 45.00 Cr.,"Sep 10, 2025",https://www.infomerics.com/admin/uploads/pr-RamJiDasDhal-10sep25.pdf
SEPC Limited,Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 85.56 Cr.,"Sep 10, 2025",https://www.infomerics.com/admin/uploads/pr-SEPC-10sep25.pdf
SEPC Limited,Proposed Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 2.65 Cr.,"Sep 10, 2025",https://www.infomerics.com/admin/uploads/pr-SEPC-10sep25.pdf
SEPC Limited,Short Term Bank Facilities,IVR A3 (Assigned),Nil,Rs. 723.35 Cr.,"Sep 10, 2025",https://www.infomerics.com/admin/uploads/pr-SEPC-10sep25.pdf
SEPC Limited,Proposed Short Term Bank Facilities,IVR A3 (Assigned),Nil,Rs. 70.94 Cr.,"Sep 10, 2025",https://www.infomerics.com/admin/uploads/pr-SEPC-10sep25.pdf
Shivom Trexim Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 50.00 Cr.,"Sep 10, 2025",https://www.infomerics.com/admin/uploads/pr-shivom-trexim-10sep25.pdf
Sorigin RE Services Private Limited,Long Term Bank Facilities,IVR BBB (Assigned),Stable,Rs. 35.00 Cr.,"Sep 10, 2025",https://www.infomerics.com/admin/uploads/pr-sorigin-reservices-10sep25.pdf
Sorigin RE Services Private Limited,Short Term Bank Facilities,IVR A3+ (Assigned),Nil,Rs. 15.00 Cr.,"Sep 10, 2025",https://www.infomerics.com/admin/uploads/pr-sorigin-reservices-10sep25.pdf
Sorigin RE Services Private Limited,Proposed Long Term Bank Facilities,IVR BBB (Assigned),Stable,Rs. 50.00 Cr.,"Sep 10, 2025",https://www.infomerics.com/admin/uploads/pr-sorigin-reservices-10sep25.pdf
Alankar Alloys Private Limited,Long Term Bank Facilities,IVR BBB (INC)(Downgraded),Negative,Rs. 64.90 Cr.,"Sep 09, 2025",https://www.infomerics.com/admin/uploads/pr-alankar-alloys-9sep25.pdf
Alankar Alloys Private Limited,Short Term Bank Facilities (Proposed),IVR A3+ (INC)(Downgraded),Nil,Rs. 1.10 Cr.,"Sep 09, 2025",https://www.infomerics.com/admin/uploads/pr-alankar-alloys-9sep25.pdf
Annapoorani Textiles Private Limited,Long Term Bank Facilities,IVR BBB (Reaffirmed),Stable,Rs. 97.50 Cr. (Reduced from Rs. 100.27 Crore),"Sep 09, 2025",https://www.infomerics.com/admin/uploads/pr-annapoorani-textiles-9sep25.pdf
Annapoorani Textiles Private Limited,Short Term Bank Facilities,IVR A3+ (Reaffirmed),Nil,Rs. 25.00 Cr. (Enhanced from Rs. 20.00 Crore),"Sep 09, 2025",https://www.infomerics.com/admin/uploads/pr-annapoorani-textiles-9sep25.pdf
Asian Hotels (North) Limited,Long Term Facilities,IVR D (Assigned),Nil,Rs. 685.05 Cr.,"Sep 09, 2025",https://www.infomerics.com/admin/uploads/pr-asian-hotels-9sep25.pdf
BR Steel & Power Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),Stable,Rs. 115.35 Cr. (enhanced from Rs. 107.23 Cr.),"Sep 09, 2025",https://www.infomerics.com/admin/uploads/pr-BRSteel-Power-9sep25.pdf
Capital India Finance Limited,Fund Based Long Term Loans - Term Loans,IVR A (Reaffirmed),Stable,Rs. 531.78 Cr. (Reduced from Rs. 580.34 Cr.),"Sep 09, 2025",https://www.infomerics.com/admin/uploads/pr-capital-india-9sep25.pdf
Capital India Finance Limited,Fund Based Long Term Loans - Proposed Term Loans,IVR A (Reaffirmed),Stable,Rs. 343.22 Cr. (Increased from Rs. 294.66 Cr.),"Sep 09, 2025",https://www.infomerics.com/admin/uploads/pr-capital-india-9sep25.pdf
Capital India Finance Limited,Fund Based Working Capital Facilities - Cash Credit,IVR A (Reaffirmed),Stable,Rs. 25.00 Cr.,"Sep 09, 2025",https://www.infomerics.com/admin/uploads/pr-capital-india-9sep25.pdf
Capital India Finance Limited,Non-Convertible Debentures (NCDs) - INE345H07054,IVR A (Reaffirmed),Stable,Rs. 50.00 Cr.,"Sep 09, 2025",https://www.infomerics.com/admin/uploads/pr-capital-india-9sep25.pdf
Capital India Finance Limited,Proposed Non-Convertible Debentures (NCDs),IVR A (Reaffirmed),Stable,Rs. 50.00 Cr. (Reduced from Rs. 100.00 Cr.),"Sep 09, 2025",https://www.infomerics.com/admin/uploads/pr-capital-india-9sep25.pdf
Capri Global Capital Limited,Proposed Non-Convertible Debentures (NCDs),IVR AA (Reaffirmed),Positive,Rs. 350 Cr. (Reduced from Rs. 400.00 Cr.),"Sep 09, 2025",https://www.infomerics.com/admin/uploads/pr-capriglobal-capital-09sep25.pdf
Capri Global Capital Limited,Non-Convertible Debentures (NCDs),IVR AA (Reaffirmed),Positive,Rs. 320.00 Cr. (Increased from Rs. 170 Cr.),"Sep 09, 2025",https://www.infomerics.com/admin/uploads/pr-capriglobal-capital-09sep25.pdf
